timestamp,open,high,low,close,volume,turnover
2018-01-01 00:00:00+00:00,13715.65,13818.55,12750.0,13380.0,8609.915844,115200673.99272
2018-01-02 00:00:00+00:00,13382.16,15473.49,12890.02,14675.11,20078.092111,294648210.3190572
2018-01-03 00:00:00+00:00,14690.0,15307.56,14150.0,14919.51,15905.667639,237304767.3967369
2018-01-04 00:00:00+00:00,14919.51,15280.0,13918.04,15059.54,21329.649574,321214710.945636
2018-01-05 00:00:00+00:00,15059.56,17176.24,14600.0,16960.39,23251.491125,394354357.56153876
2018-01-06 00:00:00+00:00,16960.39,17143.13,16011.21,17069.79,18571.457508,317010879.6554833
2018-01-07 00:00:00+00:00,17069.79,17099.96,15610.0,16150.03,12493.125558,201764352.55546674
2018-01-08 00:00:00+00:00,16218.85,16322.3,12812.0,14902.54,26600.609912,396416653.2379765
2018-01-09 00:00:00+00:00,14902.54,15500.0,14011.05,14400.0,14315.004253,206136061.24319997
2018-01-10 00:00:00+00:00,14401.0,14955.66,13131.31,14907.09,17411.001655,259547368.66123396
2018-01-11 00:00:00+00:00,14940.0,14968.68,11400.0,13238.78,33554.723751,444223605.7002638
2018-01-12 00:00:00+00:00,13238.76,14109.78,12500.0,13740.01,16417.162137,225571971.93400136
2018-01-13 00:00:00+00:00,13749.95,14580.0,13706.15,14210.0,12221.508528,173667636.18288
2018-01-14 00:00:00+00:00,14210.0,14339.5,12569.2,13474.99,17017.894329,229315955.90433168
2018-01-15 00:00:00+00:00,13477.98,14249.99,13147.79,13539.93,14652.094705,198388336.65907064
2018-01-16 00:00:00+00:00,13500.0,13542.93,9035.0,10900.0,63401.169175,691072744.0075
2018-01-17 00:00:00+00:00,10899.99,11680.99,9037.94,10988.79,72331.796646,794838923.6655984
2018-01-18 00:00:00+00:00,10972.59,11878.82,10435.33,10961.97,48464.434937,531265681.84634584
2018-01-19 00:00:00+00:00,10960.0,11795.0,10360.0,11474.98,34129.375421,391633900.36846656
2018-01-20 00:00:00+00:00,11474.98,13099.0,11412.45,12799.94,28768.857827,368239654.0541304
2018-01-21 00:00:00+00:00,12799.8,12799.8,10965.0,11530.0,41379.773426,477108787.60178
2018-01-22 00:00:00+00:00,11530.0,11926.35,9900.24,10760.05,43752.606791,470780236.7014995
2018-01-23 00:00:00+00:00,10760.05,11399.0,9905.0,10799.18,37473.922552,404687634.9451074
2018-01-24 00:00:00+00:00,10799.14,11570.48,10500.0,11349.99,27158.587762,308249699.5128224
2018-01-25 00:00:00+00:00,11349.96,11794.05,10950.21,11175.27,20839.954183,232892114.78265443
2018-01-26 00:00:00+00:00,11184.7,11643.0,10311.15,11089.0,33056.87196,366567653.16444
2018-01-27 00:00:00+00:00,11089.0,11650.0,10842.69,11491.0,18860.768345,216729089.05239502
2018-01-28 00:00:00+00:00,11499.98,12244.0,11408.0,11879.95,16887.339524,200620749.1781438
2018-01-29 00:00:00+00:00,11879.95,11975.02,11139.55,11251.0,14170.377538,159430917.680038
2018-01-30 00:00:00+00:00,11250.11,11308.42,9900.0,10237.51,25554.372946,261613148.57840446
2018-01-31 00:00:00+00:00,10230.0,10425.85,9700.0,10285.1,18015.956805,185295917.3351055
2018-02-01 00:00:00+00:00,10285.1,10335.0,8750.99,9224.52,33564.764311,309618839.6821057
2018-02-02 00:00:00+00:00,9224.52,9250.0,8010.02,8873.03,49971.626975,443399745.2979843
2018-02-03 00:00:00+00:00,8873.03,9473.01,8229.0,9199.96,28725.000735,264268857.76197058
